videoviewcount,videolikecount,videosharecount,videodownloadcount,textlength,claimstatus,banactive,verifiedstatus
-0.0979724490866648,0.6866846702396296,-0.2053659056211887,1.9145897631637927,2.041800110330659,1,0,0
0.1967081563838325,-0.4220660957159654,-0.4438273746658501,-0.4005652870539928,0.0716694291291169,1,1,0
-0.5285754087010808,-0.5039256937212094,-0.4853192040792907,-0.4841228196762897,-1.9945651877407933,1,1,0
-0.5586967642448509,-0.5002076040753,-0.4736641958170883,-0.4637429336708514,0.8405009144760603,1,1,0
-0.5604666303556572,-0.5037613582672466,-0.4868343551533771,-0.4861608082768335,-1.5620974772331375,1,1,0
-0.5236147388418138,-0.4520778579959307,-0.4088623498792429,-0.4780088538746582,0.1197213969633008,1,1,0
-0.5507512845550079,-0.5059593449639997,-0.4856688543271568,-0.4902367854779212,-0.9854738632229302,1,1,0
2.441524774554909,-0.3341671697775867,-0.3617761164999452,-0.1233988373800326,1.224916657149532,1,1,0
-0.5480103042598874,-0.498708043057889,-0.4595616358198234,-0.4902367854779212,-0.9854738632229302,1,1,0
-0.5502257898665263,-0.4963046370436823,-0.4755289971390407,-0.4576289678692199,-0.9854738632229302,1,1,0
-0.0739047923542036,0.173465047513653,0.0615337835832464,0.5430234349977983,-0.4569022170469066,1,1,0
0.7485910861423135,0.8862700790775094,2.184260438378172,0.7590502266554436,1.176864689315348,1,1,0
0.4302590157326325,-0.2298141565111777,-0.2177202143791233,-0.1600826321898215,1.176864689315348,1,1,0
0.0127850154152429,-0.1263444463098191,-0.3812399802978232,-0.1519306777876461,0.0236174612949329,1,1,0
0.1778996504936961,0.3439219971366178,1.4513935188508844,0.4044402101608181,-0.6010581205494585,1,0,0
-0.5517686422719085,-0.5125122211907683,-0.4882329561448413,-0.492274774078465,-0.4569022170469066,1,1,0
-0.5600126029448091,-0.5092871379067474,-0.4836875029225824,-0.4861608082768335,-0.5049541848810906,1,0,0
-0.544466368080767,-0.4997762235086475,-0.4593285356545794,-0.4820848310757459,0.3599812361342207,1,1,0
-0.3535436378616012,0.0203454882837687,0.1617668546381872,-0.107094928575682,1.465176496320452,1,1,0
0.8942876414919915,1.0000107551515462,0.020741254665538,2.7399751463840416,1.08076075364698,1,1,0
2.698743914672924,0.1306145778928402,0.2322796546245118,0.1822994527015411,-0.1205384422076189,1,1,0
0.1785302441198741,-0.4624720754590808,-0.4744800463954425,-0.3720334466463793,1.176864689315348,1,1,0
-0.547190532545856,-0.4785358660839493,-0.4586292351588472,-0.4841228196762897,-0.4569022170469066,1,0,0
-0.5413932751425261,-0.4730922541714299,-0.3987224926911268,-0.4576289678692199,-0.3127463135443548,1,1,0
-0.5567545358762227,-0.494846159889762,-0.4604940364807996,-0.4637429336708514,-0.0244345065392509,1,0,0
2.006604350579928,5.326531877426701,-0.1411468100964535,0.5022636629869217,1.6573843676571876,1,1,0
-0.5267592990576881,-0.4607054693289802,-0.4124754024405256,-0.4474390248665008,0.9366048501444282,1,1,0
-0.5285754087010808,-0.4915183669470144,-0.4406805224350555,-0.4474390248665008,0.7924489466418764,1,1,0
3.174867326182377,1.4868545375164854,3.1229548038159543,0.4227821075657125,2.137904045999027,1,1,0
-0.5371893176346726,-0.4588566954718981,-0.4637574387942163,-0.3862993668501861,1.7054363354913715,1,1,0
-0.5355539781641175,-0.4583431471782643,-0.4783261991219693,-0.4209451730594311,-0.7452140240520104,1,1,0
2.764573685288401,3.289429590103228,-0.2941770685791712,1.769892572525181,-1.177681734559666,1,1,0
0.5140943363542465,1.6496493465984323,3.644749523714757,0.2821608941281885,-0.7452140240520104,1,1,0
-0.5431295095932696,-0.5042132807656444,-0.476694497965261,-0.4759708652741144,-1.22573370239385,1,0,0
3.3299765423921395,0.4120390428042186,-0.4047830969874721,1.7617406181230058,-0.3607982813785387,1,1,0
-0.5648429501213328,-0.511916505170153,-0.4870674553186211,-0.4902367854779212,-0.5049541848810906,1,1,0
-0.539186197450903,-0.4593907856972774,-0.3932446388078917,-0.376109423847467,-0.6010581205494585,1,0,0
-0.5437096557293534,-0.4719829898571807,-0.4666711908597669,-0.3924133326518175,0.4080332039684046,1,0,0
0.371483485815333,2.3809832005966003,2.508502768232644,4.731090009115359,-0.9854738632229302,1,0,0
-0.3599420611885542,-0.2475007597439293,0.0534918278823268,-0.0622591793637178,1.849592238993924,1,1,0
-0.54105275458439,-0.4907377735406908,-0.442894974004874,-0.4759708652741144,-0.7452140240520104,1,1,0
-0.5298744315710076,-0.4880673224137945,-0.4595616358198234,-0.4841228196762897,1.08076075364698,1,0,0
-0.53037890647195,-0.4880673224137945,-0.4800744503612997,-0.4678189108719391,0.0236174612949329,1,1,0
-0.5580115191710708,-0.5121424664193519,-0.4873005554838652,-0.4902367854779212,-0.6971620562178265,1,0,0
-0.3476496894355907,-0.4718597382667086,-0.4875336556491092,-0.3944513212523614,3.675567016692914,1,0,0
-0.5289453569617719,-0.503206726110122,-0.4804241006091657,-0.4820848310757459,-0.4569022170469066,1,0,0
-0.5342885869542537,-0.4466547880151567,-0.4649229396204365,-0.3577675264425725,0.6002410753051405,1,0,0
-0.5552873547059818,-0.5110742859685934,-0.4845033535009366,-0.4881987968773774,-0.0244345065392509,1,1,0
-0.555711954414275,-0.5068837318925408,-0.4773937984609931,-0.4820848310757459,0.0716694291291169,1,1,0
-0.5298576157409761,-0.4963662628389184,-0.4874171055664872,-0.4535529906681323,-0.2166423778759868,1,1,0
-0.5430454304431125,-0.4869375161677999,-0.4511700298710377,-0.4678189108719391,-0.9374218953887462,1,1,0
-0.5523487884079922,-0.5058155514417823,-0.4808903009396538,-0.4841228196762897,-0.1205384422076189,1,0,0
-0.5639979546622542,-0.510190982903543,-0.4840371531704485,-0.4902367854779212,0.5041371396367725,1,0,0
-0.5387363739975627,-0.5077875768893364,-0.486601254988133,-0.4861608082768335,-0.4569022170469066,1,1,0
-0.5572968463947358,-0.5011114490720957,-0.4750627968085526,-0.4902367854779212,-0.0724864743734349,1,1,0
