color,price,log_price
E,326,5.786897381366708
E,326,5.786897381366708
E,327,5.7899601708972535
I,334,5.811140992976701
I,336,5.817111159963204
H,337,5.820082930352362
E,337,5.820082930352362
H,338,5.823045895483019
F,342,5.834810737062605
E,345,5.84354441703136
E,345,5.84354441703136
I,348,5.8522024797744745
I,351,5.860786223465865
E,352,5.863631175598097
H,353,5.8664680569332965
I,355,5.872117789475416
D,357,5.877735781779639
F,357,5.877735781779639
F,402,5.996452088619021
F,402,5.996452088619021
E,402,5.996452088619021
E,402,5.996452088619021
D,402,5.996452088619021
F,402,5.996452088619021
E,402,5.996452088619021
H,402,5.996452088619021
D,403,5.998936561946683
I,403,5.998936561946683
I,403,5.998936561946683
D,403,5.998936561946683
D,403,5.998936561946683
H,403,5.998936561946683
F,403,5.998936561946683
H,403,5.998936561946683
H,403,5.998936561946683
E,404,6.0014148779611505
H,404,6.0014148779611505
F,404,6.0014148779611505
I,404,6.0014148779611505
E,404,6.0014148779611505
D,404,6.0014148779611505
I,405,6.003887067106539
I,405,6.003887067106539
I,405,6.003887067106539
I,405,6.003887067106539
I,552,6.313548046277095
D,552,6.313548046277095
D,552,6.313548046277095
D,552,6.313548046277095
I,552,6.313548046277095
I,553,6.315358001522335
E,553,6.315358001522335
D,553,6.315358001522335
H,554,6.317164686747284
H,554,6.317164686747284
H,554,6.317164686747284
H,554,6.317164686747284
F,554,6.317164686747284
E,554,6.317164686747284
D,554,6.317164686747284
D,554,6.317164686747284
E,554,6.317164686747284
E,554,6.317164686747284
D,554,6.317164686747284
E,554,6.317164686747284
I,554,6.317164686747284
E,554,6.317164686747284
H,554,6.317164686747284
H,554,6.317164686747284
H,554,6.317164686747284
I,554,6.317164686747284
E,2757,7.921898411023797
E,2757,7.921898411023797
E,2759,7.922623574217286
E,2759,7.922623574217286
F,2759,7.922623574217286
F,2759,7.922623574217286
E,2760,7.9229859587111955
H,2760,7.9229859587111955
D,2760,7.9229859587111955
E,2760,7.9229859587111955
I,2760,7.9229859587111955
I,2761,7.923348211930154
F,2761,7.923348211930154
E,2761,7.923348211930154
F,2761,7.923348211930154
E,2761,7.923348211930154
I,2761,7.923348211930154
F,2762,7.923710333969238
F,2762,7.923710333969238
F,2762,7.923710333969238
E,2762,7.923710333969238
F,2762,7.923710333969238
D,2762,7.923710333969238
E,2762,7.923710333969238
F,2762,7.923710333969238
F,2762,7.923710333969238
F,2762,7.923710333969238
F,2762,7.923710333969238
H,2763,7.924072324923417
D,2763,7.924072324923417
H,2763,7.924072324923417
H,2763,7.924072324923417
H,2763,7.924072324923417
D,2764,7.92443418488756
D,2764,7.92443418488756
E,2765,7.9247959139564355
H,2765,7.9247959139564355
E,2765,7.9247959139564355
F,2765,7.9247959139564355
F,2765,7.9247959139564355
H,2765,7.9247959139564355
D,2767,7.925518979786926
F,2767,7.925518979786926
D,2767,7.925518979786926
H,2767,7.925518979786926
D,2768,7.92588031673756
D,2768,7.92588031673756
E,2768,7.92588031673756
D,2768,7.92588031673756
I,2769,7.926241523170962
D,2770,7.926602599181384
F,2770,7.926602599181384
D,2770,7.926602599181384
F,2770,7.926602599181384
D,2770,7.926602599181384
H,2771,7.9269635448629785
F,2771,7.9269635448629785
F,2771,7.9269635448629785
H,2772,7.927324360309794
F,2772,7.927324360309794
F,2772,7.927324360309794
E,2772,7.927324360309794
D,2773,7.927685045615778
D,2773,7.927685045615778
E,2774,7.928045600874777
E,2774,7.928045600874777
I,2774,7.928045600874777
F,2775,7.928406026180535
E,2776,7.9287663216266955
E,2776,7.9287663216266955
E,2776,7.9287663216266955
E,2776,7.9287663216266955
D,2777,7.9291264873067995
F,2777,7.9291264873067995
F,2777,7.9291264873067995
F,2777,7.9291264873067995
F,2777,7.9291264873067995
E,2777,7.9291264873067995
E,2777,7.9291264873067995
E,2777,7.9291264873067995
E,2777,7.9291264873067995
E,2777,7.9291264873067995
E,2777,7.9291264873067995
E,2777,7.9291264873067995
E,2777,7.9291264873067995
F,2777,7.9291264873067995
E,2777,7.9291264873067995
E,2777,7.9291264873067995
E,2777,7.9291264873067995
E,2777,7.9291264873067995
H,2777,7.9291264873067995
F,2777,7.9291264873067995
E,2777,7.9291264873067995
F,2778,7.9294865233142895
H,2779,7.929846429742503
E,2779,7.929846429742503
F,2780,7.930206206684683
F,2780,7.930206206684683
F,2781,7.930565854233965
H,2781,7.930565854233965
H,2781,7.930565854233965
H,2782,7.930925372483388
D,2782,7.930925372483388
E,2782,7.930925372483388
E,2782,7.930925372483388
D,2782,7.930925372483388
D,2782,7.930925372483388
D,2782,7.930925372483388
D,2782,7.930925372483388
F,2782,7.930925372483388
F,2783,7.931284761525891
F,2784,7.931644021454311
H,2784,7.931644021454311
F,2787,7.932721027481948
F,2787,7.932721027481948
D,2787,7.932721027481948
H,2788,7.933079771880415
I,2788,7.933079771880415
I,2788,7.933079771880415
D,2788,7.933079771880415
F,2788,7.933079771880415
E,2788,7.933079771880415
H,2788,7.933079771880415
F,2789,7.933438387627489
E,2789,7.933438387627489
E,2789,7.933438387627489
E,2789,7.933438387627489
E,2789,7.933438387627489
E,2789,7.933438387627489
E,2789,7.933438387627489
H,2789,7.933438387627489
I,2790,7.933796874815411
F,2790,7.933796874815411
F,2790,7.933796874815411
F,2790,7.933796874815411
I,2791,7.934155233536322
E,2791,7.934155233536322
E,2792,7.934513463882263
E,2792,7.934513463882263
E,2792,7.934513463882263
F,2792,7.934513463882263
F,2792,7.934513463882263
H,2792,7.934513463882263
F,2792,7.934513463882263
E,2793,7.934871565945177
E,2793,7.934871565945177
I,2793,7.934871565945177
H,2793,7.934871565945177
E,2794,7.935229539816907
E,2795,7.9355873855892
I,2795,7.9355873855892
F,2795,7.9355873855892
F,2795,7.9355873855892
D,2795,7.9355873855892
I,2795,7.9355873855892
H,2795,7.9355873855892
I,2795,7.9355873855892
E,2796,7.935945103353701
H,2797,7.936302693201959
E,2797,7.936302693201959
D,2797,7.936302693201959
D,2797,7.936302693201959
D,2797,7.936302693201959
F,2797,7.936302693201959
D,2797,7.936302693201959
H,2797,7.936302693201959
H,2797,7.936302693201959
F,2797,7.936302693201959
E,2797,7.936302693201959
H,2797,7.936302693201959
I,2798,7.936660155225426
E,2799,7.937017489515454
F,2799,7.937017489515454
D,2799,7.937017489515454
I,2800,7.937374696163295
E,2800,7.937374696163295
I,2800,7.937374696163295
H,2800,7.937374696163295
I,2800,7.937374696163295
F,2801,7.937731775260109
F,2801,7.937731775260109
F,2801,7.937731775260109
H,2801,7.937731775260109
F,2801,7.937731775260109
F,2801,7.937731775260109
F,2801,7.937731775260109
F,2801,7.937731775260109
F,2802,7.938088726896952
E,2802,7.938088726896952
F,2802,7.938088726896952
F,2803,7.938445551164788
E,2803,7.938445551164788
E,2803,7.938445551164788
F,2803,7.938445551164788
F,2803,7.938445551164788
D,2803,7.938445551164788
E,2804,7.938802248154481
E,2804,7.938802248154481
E,2804,7.938802248154481
D,2804,7.938802248154481
F,2804,7.938802248154481
F,2804,7.938802248154481
H,2804,7.938802248154481
D,2804,7.938802248154481
D,2804,7.938802248154481
D,2804,7.938802248154481
I,2804,7.938802248154481
F,2805,7.9391588179567965
F,2805,7.9391588179567965
E,2805,7.9391588179567965
E,2805,7.9391588179567965
F,2805,7.9391588179567965
F,2805,7.9391588179567965
H,2806,7.939515260662406
F,2806,7.939515260662406
F,2807,7.939871576361883
F,2807,7.939871576361883
H,2808,7.940227765145702
F,2808,7.940227765145702
E,2808,7.940227765145702
D,2808,7.940227765145702
F,2809,7.940583827104244
D,2809,7.940583827104244
F,2809,7.940583827104244
F,2809,7.940583827104244
F,2810,7.940939762327791
F,2810,7.940939762327791
D,2810,7.940939762327791
F,2810,7.940939762327791
F,2811,7.941295570906532
D,2811,7.941295570906532
I,2811,7.941295570906532
F,2812,7.941651252930556
E,2812,7.941651252930556
F,2812,7.941651252930556
I,554,6.317164686747284
I,554,6.317164686747284
I,554,6.317164686747284
I,554,6.317164686747284
I,554,6.317164686747284
I,554,6.317164686747284
H,554,6.317164686747284
H,554,6.317164686747284
H,554,6.317164686747284
H,554,6.317164686747284
H,554,6.317164686747284
H,554,6.317164686747284
H,554,6.317164686747284
I,554,6.317164686747284
H,554,6.317164686747284
E,555,6.318968113746434
E,555,6.318968113746434
F,555,6.318968113746434
