videodurationsec,videoviewcount,videolikecount,videosharecount,videodownloadcount,videocommentcount,textlength,wordcounts,claimstatus,underreview,banactive,verifiedstatus
1.454628520818121,-0.0979724490866648,0.6866846702396296,-0.20536590562118878,1.9145897631637927,0.10071608224911098,2.041800110330659,1.3810403326125489,1,1,0,0
-0.20491267133145,0.19670815638383257,-0.42206609571596543,-0.44382737466585015,-0.40056528705399286,-0.3820311617140014,0.07166942912911693,0.327400082704892,1,0,1,0
-0.3893061371258468,-0.5285754087010808,-0.5039256937212094,-0.48531920407929074,-0.48412281967628973,-0.46128817191690047,-1.9945651877407933,-2.043290479587336,1,0,1,0
0.7170546576405339,-0.5586967642448509,-0.5002076040753,-0.47366419581708835,-0.46374293367085145,-0.4396726236797462,0.8405009144760603,0.06399002022797778,1,0,1,0
-0.3278416485277145,-0.5604666303556572,-0.5037613582672466,-0.4868343551533771,-0.48616080827683356,-0.46849335466261854,-1.5620974772331377,-1.7798804171104217,1,0,1,0
1.70048647521065,-0.5236147388418138,-0.4520778579959307,-0.4088623498792429,-0.47800885387465825,-0.45408298917118234,0.11972139696330089,-0.4628301047258507,1,0,1,0
-1.0654155117053017,-0.5507512845550079,-0.5059593449639997,-0.48566885432715684,-0.4902367854779212,-0.46849335466261854,-0.9854738632229302,-1.5164703546335074,1,0,1,0
0.5326611918461371,2.441524774554909,-0.3341671697775867,-0.3617761164999452,-0.12339883738003264,0.2087938234348824,1.224916657149532,1.6444503950894631,1,0,1,0
-1.4342024432940952,-0.5480103042598874,-0.498708043057889,-0.45956163581982346,-0.4902367854779212,-0.46849335466261854,-0.9854738632229302,-1.5164703546335074,1,0,1,0
-1.0654155117053017,-0.5502257898665263,-0.49630463704368233,-0.47552899713904073,-0.45762896786921997,-0.4396726236797462,-0.9854738632229302,-1.5164703546335074,1,0,1,0
-0.08198369413518548,-0.07390479235420365,0.17346504751365302,0.061533783583246494,0.5430234349977983,0.4681804022807338,-0.45690221704690664,-0.4628301047258507,1,0,1,0
